Sample_ID	Mutant.309.R1.drna.DVBt.DVB.S7.R1.001	Mutant.309.R2.drna.DVBt.DVB.S8.R1.001	Mutant.309.R3.drna.DVBt.DVB.S9.R1.001	WT.39.R1.drna.DVBt.DVB.S13.R1.001	WT.39.R2.drna.DVBt.DVB.S14.R1.001	WT.39.R3.drna.DVBt.DVB.S15.R1.001	GBA.KTI6.1.dRNA.DVBt.DVB.S10.R1.001.bam	GBA.KTI6.2.dRNA.DVBt.DVB.S11.R1.001.bam	GBA.KTI6.3.dRNA.DVBt.DVB.S12.R1.001.bam	WT.56.1.dRNA.DVBt.DVB.S13.R1.001.bam	WT.56.2.dRNA.DVBt.DVB.S14.R1.001.bam	WT.56.3.dRNA.DVBt.DVB.S15.R1.001.bam
AP001574.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP001582.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP001595.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP001596.1	19.0	15.0	33.0	8.0	6.0	5.0	9.0	14.0	8.0	8.0	5.0	4.0
AP001596.2	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
AP001599.1	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP001604.1	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP001605.1	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP001610.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP001610.2	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
AP001615.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP001619.1	3.0	4.0	4.0	8.0	4.0	9.0	2.0	7.0	2.0	16.0	11.0	12.0
AP001619.2	2.0	2.0	3.0	10.0	6.0	4.0	1.0	3.0	1.0	6.0	8.0	4.0
AP001625.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP001625.2	8.0	5.0	7.0	29.0	11.0	6.0	24.0	25.0	22.0	9.0	5.0	3.0
AP001625.3	1.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0
AP001626.1	59.0	91.0	65.0	30.0	29.0	27.0	29.0	29.0	32.0	45.0	35.0	22.0
AP001628.1	1.0	2.0	3.0	0.0	0.0	0.0	0.0	2.0	3.0	0.0	0.0	0.0
AP001628.2	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0
AP001630.1	0.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
AP001631.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP001636.1	1.0	1.0	0.0	1.0	4.0	3.0	2.0	0.0	1.0	0.0	1.0	0.0
AP001636.2	0.0	0.0	1.0	3.0	2.0	3.0	1.0	0.0	0.0	3.0	2.0	0.0
AP001636.3	5.0	1.0	7.0	34.0	23.0	25.0	18.0	24.0	15.0	25.0	16.0	8.0
AP001642.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP001646.1	1.0	0.0	1.0	0.0	2.0	4.0	2.0	1.0	3.0	1.0	0.0	0.0
AP001646.2	14.0	25.0	29.0	13.0	13.0	18.0	41.0	33.0	18.0	33.0	32.0	28.0
AP001652.1	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
AP001767.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP001767.2	3.0	0.0	1.0	7.0	9.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
AP001767.3	8.0	6.0	11.0	16.0	19.0	10.0	2.0	4.0	2.0	14.0	4.0	2.0
AP001767.4	10.0	9.0	15.0	8.0	6.0	7.0	8.0	1.0	6.0	15.0	6.0	4.0
AP001775.1	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
AP001775.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP001781.1	0.0	3.0	4.0	7.0	2.0	4.0	1.0	1.0	2.0	3.0	1.0	3.0
AP001781.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP001783.1	1.0	1.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0
AP001784.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP001790.1	2.0	8.0	12.0	10.0	17.0	3.0	2.0	0.0	0.0	1.0	2.0	1.0
AP001793.1	5.0	4.0	3.0	6.0	5.0	2.0	2.0	2.0	4.0	3.0	2.0	0.0
AP001803.1	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0
AP001804.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP001823.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP001825.1	1.0	3.0	3.0	1.0	1.0	0.0	1.0	0.0	0.0	2.0	1.0	0.0
AP001830.1	10.0	11.0	8.0	2.0	0.0	0.0	12.0	6.0	9.0	9.0	5.0	5.0
AP001830.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP001831.1	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
AP001836.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP001858.1	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
AP001858.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP001877.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP001880.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP001880.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP001885.1	0.0	2.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	3.0	0.0	1.0
AP001889.1	1.0	0.0	0.0	2.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0
AP001893.1	5.0	9.0	4.0	4.0	3.0	1.0	4.0	5.0	7.0	6.0	5.0	4.0
AP001893.2	0.0	2.0	0.0	1.0	1.0	1.0	2.0	0.0	0.0	0.0	1.0	0.0
AP001893.3	0.0	3.0	2.0	1.0	2.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0
AP001922.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP001922.2	0.0	2.0	2.0	0.0	0.0	0.0	1.0	1.0	2.0	0.0	1.0	1.0
AP001922.3	0.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
AP001922.4	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP001922.5	78.0	60.0	97.0	50.0	41.0	40.0	61.0	58.0	41.0	69.0	32.0	26.0
AP001922.6	47.0	51.0	72.0	41.0	33.0	33.0	79.0	55.0	32.0	93.0	29.0	27.0
AP001931.1	5.0	1.0	1.0	1.0	1.0	3.0	0.0	1.0	0.0	5.0	0.0	0.0
AP001960.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP001961.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP001962.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP001970.1	0.0	1.0	2.0	2.0	0.0	3.0	0.0	0.0	0.0	0.0	2.0	0.0
AP001972.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP001972.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP001972.3	1.0	6.0	12.0	43.0	35.0	17.0	6.0	8.0	5.0	94.0	56.0	31.0
AP001972.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP001972.5	192.0	225.0	492.0	1631.0	1748.0	1806.0	0.0	0.0	0.0	0.0	0.0	0.0
AP001978.1	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
AP001979.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP001981.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP001992.1	51.0	43.0	29.0	12.0	15.0	5.0	36.0	30.0	58.0	11.0	16.0	16.0
AP001993.1	0.0	0.0	0.0	1.0	0.0	1.0	0.0	2.0	0.0	0.0	2.0	2.0
AP001994.1	0.0	4.0	1.0	2.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0
AP001999.1	13.0	2.0	5.0	0.0	2.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0
AP001999.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	1.0	3.0
AP001999.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP002001.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP002001.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
AP002004.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP002008.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP002008.2	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
AP002008.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP002026.1	118.0	124.0	98.0	72.0	94.0	61.0	195.0	164.0	165.0	148.0	117.0	115.0
AP002075.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP002336.1	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP002336.2	12.0	16.0	10.0	15.0	13.0	17.0	6.0	7.0	8.0	10.0	17.0	10.0
AP002336.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP002340.1	4.0	3.0	4.0	2.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0
AP002353.1	103.0	85.0	84.0	50.0	28.0	14.0	115.0	67.0	77.0	38.0	34.0	74.0
AP002358.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP002358.2	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP002360.1	100.0	142.0	118.0	140.0	137.0	126.0	110.0	99.0	87.0	101.0	134.0	99.0
AP002364.1	22.0	18.0	16.0	52.0	35.0	20.0	22.0	14.0	25.0	56.0	18.0	25.0
AP002365.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP002370.1	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0	1.0	1.0	1.0
AP002371.1	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0
AP002373.1	0.0	0.0	0.0	2.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
AP002373.2	36.0	31.0	25.0	4.0	3.0	3.0	19.0	12.0	7.0	13.0	8.0	0.0
AP002381.1	2.0	1.0	5.0	6.0	6.0	4.0	4.0	4.0	1.0	0.0	0.0	4.0
AP002381.2	57.0	80.0	66.0	27.0	50.0	36.0	41.0	38.0	47.0	41.0	28.0	44.0
AP002383.1	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
AP002383.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP002383.3	0.0	2.0	2.0	1.0	2.0	3.0	1.0	0.0	0.0	0.0	0.0	0.0
AP002383.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP002383.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP002387.1	58.0	51.0	93.0	131.0	134.0	157.0	79.0	84.0	61.0	164.0	116.0	82.0
AP002392.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP002409.1	0.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
AP002414.1	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0
AP002414.2	172.0	191.0	180.0	55.0	79.0	79.0	138.0	116.0	111.0	110.0	98.0	158.0
AP002414.3	5.0	8.0	4.0	6.0	3.0	0.0	8.0	4.0	4.0	1.0	3.0	10.0
AP002414.4	197.0	204.0	269.0	187.0	185.0	157.0	178.0	150.0	137.0	168.0	176.0	190.0
AP002414.5	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0
AP002428.1	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP002433.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP002433.2	3.0	4.0	3.0	3.0	6.0	2.0	4.0	2.0	2.0	3.0	3.0	1.0
AP002439.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP002449.1	0.0	0.0	0.0	4.0	2.0	5.0	1.0	1.0	0.0	2.0	0.0	3.0
AP002453.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP002469.1	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0
AP002472.1	12.0	16.0	17.0	23.0	42.0	30.0	34.0	49.0	34.0	27.0	35.0	53.0
AP002478.1	0.0	0.0	1.0	1.0	2.0	1.0	0.0	0.0	1.0	0.0	2.0	3.0
AP002478.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP002490.1	19.0	16.0	13.0	14.0	4.0	8.0	15.0	8.0	7.0	10.0	5.0	6.0
AP002490.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP002495.1	28.0	34.0	29.0	20.0	15.0	22.0	29.0	33.0	27.0	30.0	14.0	22.0
AP002498.1	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
AP002505.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP002505.2	0.0	2.0	0.0	1.0	3.0	2.0	2.0	0.0	0.0	1.0	2.0	3.0
AP002512.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP002512.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP002512.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP002518.1	3.0	4.0	2.0	2.0	0.0	0.0	3.0	0.0	1.0	4.0	3.0	2.0
AP002518.2	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
AP002530.1	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP002748.1	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
AP002748.2	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
AP002748.3	31.0	40.0	25.0	31.0	54.0	59.0	2.0	1.0	0.0	2.0	0.0	1.0
AP002748.4	0.0	0.0	0.0	0.0	0.0	0.0	58.0	36.0	55.0	51.0	45.0	45.0
AP002754.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP002754.2	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP002761.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP002761.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP002761.3	3.0	3.0	1.0	2.0	9.0	2.0	4.0	4.0	2.0	3.0	3.0	5.0
AP002761.4	1.0	1.0	2.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
AP002762.1	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP002765.1	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0	3.0	7.0	9.0	11.0
AP002768.1	0.0	0.0	1.0	2.0	0.0	0.0	1.0	2.0	1.0	0.0	2.0	1.0
AP002770.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP002770.2	0.0	2.0	5.0	5.0	5.0	1.0	1.0	2.0	2.0	7.0	1.0	1.0
AP002782.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP002784.1	1.0	1.0	3.0	6.0	10.0	6.0	41.0	69.0	54.0	56.0	110.0	111.0
AP002784.2	951.0	1010.0	965.0	972.0	1194.0	992.0	777.0	673.0	542.0	663.0	813.0	919.0
AP002791.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP002793.1	1.0	0.0	1.0	1.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0
AP002795.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP002799.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP002800.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP002802.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP002802.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP002803.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP002807.1	3.0	4.0	1.0	2.0	3.0	3.0	4.0	3.0	3.0	0.0	3.0	2.0
AP002812.1	4.0	2.0	4.0	3.0	3.0	0.0	0.0	0.0	2.0	0.0	2.0	1.0
AP002812.2	4.0	5.0	5.0	5.0	2.0	1.0	4.0	1.0	2.0	6.0	2.0	1.0
AP002812.3	2.0	1.0	0.0	4.0	0.0	6.0	1.0	0.0	0.0	0.0	0.0	2.0
AP002812.4	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	2.0	0.0
AP002812.5	1.0	3.0	3.0	9.0	2.0	1.0	0.0	3.0	1.0	2.0	4.0	0.0
AP002815.1	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
AP002833.1	0.0	1.0	1.0	5.0	4.0	1.0	0.0	1.0	0.0	1.0	2.0	2.0
AP002833.2	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	1.0
AP002833.3	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	3.0	0.0
AP002840.1	3.0	2.0	2.0	13.0	20.0	18.0	3.0	13.0	16.0	3.0	7.0	9.0
AP002840.2	46.0	46.0	64.0	21.0	14.0	8.0	32.0	20.0	24.0	17.0	14.0	9.0
AP002847.1	11.0	13.0	13.0	31.0	28.0	17.0	4.0	3.0	7.0	9.0	11.0	8.0
AP002851.1	7.0	8.0	8.0	3.0	12.0	10.0	9.0	7.0	9.0	9.0	9.0	4.0
AP002852.1	3.0	5.0	7.0	13.0	28.0	22.0	1.0	0.0	3.0	17.0	32.0	25.0
AP002856.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP002856.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP002856.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP002856.4	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0
AP002884.1	981.0	918.0	913.0	1129.0	1299.0	993.0	0.0	0.0	0.0	0.0	0.0	0.0
AP002884.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP002884.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
AP002892.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP002892.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
AP002893.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP002906.1	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0
AP002907.1	16.0	17.0	15.0	18.0	11.0	11.0	12.0	5.0	19.0	21.0	9.0	4.0
AP002954.1	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP002957.1	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP002961.1	0.0	0.0	1.0	0.0	0.0	2.0	4.0	3.0	1.0	0.0	0.0	0.0
AP002963.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP002967.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP002981.1	0.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP002982.1	2.0	3.0	2.0	3.0	4.0	3.0	2.0	0.0	0.0	1.0	4.0	4.0
AP002989.1	0.0	0.0	0.0	1.0	1.0	3.0	0.0	0.0	1.0	0.0	0.0	1.0
AP002990.1	37.0	47.0	39.0	16.0	21.0	10.0	27.0	29.0	23.0	25.0	18.0	23.0
AP002991.1	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP002991.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP002992.1	12.0	10.0	11.0	10.0	1.0	3.0	4.0	3.0	3.0	7.0	6.0	0.0
AP002993.1	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	2.0	3.0
AP003025.1	0.0	1.0	2.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
AP003025.2	0.0	0.0	0.0	3.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0
AP003027.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP003031.1	3.0	0.0	1.0	5.0	21.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0
AP003032.1	1.0	1.0	1.0	0.0	1.0	0.0	0.0	2.0	2.0	1.0	1.0	0.0
AP003032.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP003035.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP003037.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP003038.1	4.0	6.0	3.0	5.0	0.0	7.0	4.0	6.0	4.0	13.0	11.0	8.0
AP003040.1	1.0	0.0	3.0	4.0	3.0	4.0	5.0	5.0	1.0	0.0	1.0	3.0
AP003041.1	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0
AP003041.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP003043.1	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
AP003049.1	0.0	0.0	0.0	0.0	6.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0
AP003049.2	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
AP003057.1	11.0	11.0	14.0	14.0	23.0	23.0	14.0	12.0	8.0	33.0	38.0	46.0
AP003059.1	1.0	1.0	2.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	2.0	1.0
AP003059.2	0.0	0.0	0.0	2.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0
AP003062.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
AP003062.2	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	6.0	1.0	2.0	0.0
AP003063.1	7.0	2.0	2.0	7.0	5.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0
AP003064.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP003064.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
AP003065.1	0.0	0.0	0.0	0.0	0.0	0.0	3.0	3.0	6.0	11.0	7.0	4.0
AP003066.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP003066.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP003068.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	1.0
AP003068.2	13.0	18.0	22.0	24.0	22.0	38.0	12.0	11.0	14.0	24.0	22.0	24.0
AP003068.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP003068.4	17.0	20.0	27.0	22.0	20.0	34.0	15.0	11.0	11.0	12.0	14.0	20.0
AP003071.1	0.0	0.0	0.0	0.0	1.0	1.0	2.0	0.0	0.0	3.0	2.0	1.0
AP003071.2	0.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	1.0	3.0	4.0
AP003071.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP003071.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0
AP003072.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP003072.2	23.0	32.0	17.0	48.0	56.0	15.0	17.0	10.0	16.0	32.0	20.0	20.0
AP003072.3	0.0	1.0	0.0	0.0	2.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0
AP003072.4	2.0	1.0	0.0	0.0	0.0	2.0	0.0	1.0	1.0	0.0	1.0	0.0
AP003072.5	4.0	4.0	4.0	1.0	0.0	2.0	3.0	1.0	2.0	9.0	1.0	2.0
